Lot,recipe,recipe_step,IONGAUGEPRESSURE,ETCHBEAMVOLTAGE,ETCHBEAMCURRENT,ETCHSUPPRESSORVOLTAGE,ETCHSUPPRESSORCURRENT,FLOWCOOLFLOWRATE,FLOWCOOLPRESSURE
963,144,1.0,-0.4843339206794012,0.3287892102262142,-1.281816543809868,-0.5156170240875759,-1.2404766790809847,0.5888769504785278,0.328236982325204
963,144,1.0,-0.4843339206794012,-0.1884172155282718,-1.281816543809868,-0.719058860632657,-1.2762873390924676,0.6130101874563583,0.4136849837480599
963,144,1.0,-0.7018214343808681,-1.1581870661611566,-1.281816543809868,-1.2608343620984062,-1.2770256951048242,0.6130101874563583,0.4194741437360582
963,144,1.0,-0.3867127960299523,-1.2499144333531864,-1.281816543809868,-1.359044233941246,-1.2762873390924676,0.6130101874563583,0.4252633037240566
963,144,1.0,-0.1413856538332331,-0.4062284356968078,-1.281816543809868,0.11449916723937,-1.1902683915583094,0.6003387908409311,0.4329681493808107
963,144,1.0,0.0310455494393554,-0.2592087984487752,2.283537589209604,0.2996236726412262,-1.2238635114380865,0.6003387908409311,0.4355364312663954
963,144,1.0,0.2532602479223523,-0.2552958813743355,0.1077922033707564,-0.8584666156477848,-1.274810627067755,0.5933282393593018,0.4393888540947725
963,144,1.0,0.3481053412403654,1.090814709163894,-0.3729692588214687,0.2995256534779179,0.2949523521630503,0.5933282393593018,0.4419571359803572
963,144,1.0,0.3481053412403654,1.0914523200079282,-0.0885571511035429,0.3000188123933126,0.5109199121285086,0.5933282393593018,0.4503145778539403
963,144,1.0,0.3481053412403654,1.0912945952201931,-0.0649421278752932,0.3001168315566205,0.5016904619740535,0.6003387908409311,0.452882859739525
963,144,1.0,0.3481053412403654,1.091693940959352,0.0818979161293458,0.3000678219749665,0.5544863788848748,0.6003387908409311,0.4554511416251097
963,144,1.0,0.3481053412403654,1.0914523200079282,0.1882748637273706,0.3000188123933126,0.5806954994854631,0.5958875019601572,0.4554511416251097
963,144,1.0,0.3481053412403654,1.092173827015651,0.3023058262885102,0.2998227740666959,0.6272125577234328,0.5958875019601572,0.4580194235106944
963,144,1.0,0.3481053412403654,1.092012746381369,0.3888932180965904,0.2999207932300042,0.6497314719110291,0.5958875019601572,0.4605877053962792
963,144,1.0,0.3481053412403654,1.0919322060642276,0.4765124388836017,0.3000188123933126,0.6737296159614025,0.5976424248864584,0.4631559872818639
963,144,1.0,0.3481053412403654,1.0915328603250698,0.5606018805367177,0.3000678219749665,0.7239368806123637,0.5976424248864584,0.4631559872818639
963,144,1.0,0.3481053412403654,1.0915328603250698,0.605109130523441,0.3002148507199289,0.7453542406468282,0.5958875019601572,0.4657242691674486
963,144,1.0,0.3481053412403654,1.091214054903053,0.6625650641741214,0.3000188123933126,0.7911316839534092,0.5958875019601572,0.4689451472698622
963,144,1.0,0.3481053412403654,1.091693940959352,0.6964059745965523,0.3002638603015829,0.8328491133813041,0.5958875019601572,0.4689451472698622
963,144,1.0,0.3481053412403654,1.0919322060642276,0.7448126140976835,0.3002638603015829,0.8804677257724056,0.5976424248864584,0.4721449738814104
963,144,1.0,0.3481053412403654,1.0913717796907871,0.7810837127719842,0.2999698028116586,0.9299432437359296,0.5976424248864584,0.4721449738814104
963,144,1.0,0.3481053412403654,1.091214054903053,0.8290468198165003,0.2998717836483499,1.0085784737816446,0.5923837495899382,0.4747132557669952
963,144,1.0,0.3481053412403654,1.0915328603250698,0.8698056045275249,0.3000678219749665,1.0706038408469214,0.5923837495899382,0.4747132557669952
963,144,1.0,0.3481053412403654,1.091214054903053,0.9081342009866796,0.2998717836483499,1.1333609545996357,0.5923837495899382,0.4772815376525799
963,144,1.0,0.3481053412403654,1.091693940959352,0.946462797445834,0.2995746630595722,1.202396927025201,0.6003387908409311,0.4747132557669952
963,144,1.0,0.3481053412403654,1.0914523200079282,0.9766969265717632,0.2998717836483499,1.2496536001945595,0.6003387908409311,0.4772815376525799
963,144,1.0,0.3481053412403654,1.092012746381369,1.013408477616175,0.3002148507199289,1.3142597512757446,0.5985838679146304,0.4772815376525799
963,144,1.0,0.3481053412403654,1.0913717796907871,1.04298346823019,0.2998227740666959,1.362625846842186,0.5985838679146304,0.4772815376525799
963,144,1.0,0.3481053412403654,1.0914523200079282,1.0664506473062343,0.2999207932300042,1.4154138955090565,0.5985838679146304,0.4772815376525799
963,144,1.0,0.3481053412403654,1.0912945952201931,1.0772648310227315,0.3004598986281996,1.421692754181908,0.5995283576839935,0.47987087102903
963,144,2.0,0.3481053412403654,1.0910529742687705,1.0869024216945973,0.3002148507199289,1.4283335520765033,0.5995283576839935,0.47987087102903
963,144,2.0,0.3481053412403654,1.092173827015651,1.0920523263297393,0.3002638603015829,1.433502988352272,0.6020906670260407,0.47987087102903
963,144,2.0,0.3481053412403654,1.0913717796907871,1.0939650600488915,0.3000188123933126,1.436091640612132,0.6020906670260407,0.4824391529146147
963,144,2.0,0.3481053412403654,1.0920932866985098,1.0985266681617178,0.2996726822228802,1.4862989052630935,0.6020906670260407,0.4824391529146147
963,144,3.0,0.3481053412403654,1.0920932866985098,1.1047053216892864,0.2991825864063391,1.46488941347258,0.5995283576839935,0.4824391529146147
963,144,3.0,0.3481053412403654,1.0918516657470865,1.1077207263769684,0.3001658411382745,1.4800200465902418,0.5995283576839935,0.4824391529146147
963,144,3.0,0.3481053412403654,1.0913717796907871,1.1072802740068577,0.3002148507199289,1.4914683415388623,0.6012802338691031,0.4824391529146147
963,144,3.0,0.3481053412403654,1.0923315518033856,1.100069791500358,0.3001168315566205,1.471530211367175,0.6012802338691031,0.4850074348001995
963,144,3.0,0.3481053412403654,1.091214054903053,1.1036765727968596,0.3000678219749665,1.476699647642944,0.6012802338691031,0.4850074348001995
963,144,3.0,0.3481053412403654,1.0924926324376676,1.1054414623638074,0.3004108890465452,1.4704207889700924,0.603035156795404,0.4850074348001995
963,144,3.0,0.3481053412403654,1.0912945952201931,1.1074281181590624,0.2997216918045342,1.4807596615216303,0.603035156795404,0.4850074348001995
963,144,3.0,0.3481053412403654,1.0919322060642276,1.1028665100462367,0.3002148507199289,1.482978506315796,0.6020906670260407,0.4875757166857842
963,144,3.0,0.3481053412403654,1.0913717796907871,1.1053675402877048,0.2996236726412262,1.472639633764258,0.6020906670260407,0.4875757166857842
963,144,3.0,0.3481053412403654,1.0925731727548091,1.1083090228992842,0.3000188123933126,1.4792804316588533,0.6020906670260407,0.4850074348001995
963,144,3.0,0.3481053412403654,1.0912945952201931,1.102352135600023,0.2997707013861885,1.4888796892790026,0.6012802338691031,0.4850074348001995
963,144,3.0,0.3481053412403654,1.0923315518033856,1.1061776030383283,0.3001658411382745,1.4837102530032338,0.6012802338691031,0.4875757166857842
963,144,3.0,0.3481053412403654,1.0923315518033856,1.1047053216892864,0.3000678219749665,1.4663607750914065,0.5906288266636375,0.4875757166857842
963,144,3.0,0.3481053412403654,1.091693940959352,1.103821336862561,0.3003618794648912,1.477439262574333,0.5906288266636375,0.4875757166857842
963,144,3.0,0.3481053412403654,1.0923315518033856,1.1059558368100204,0.3000188123933126,1.474850610314473,0.5906288266636375,0.4875757166857842
963,144,3.0,0.3481053412403654,1.0910529742687705,1.105293618211602,0.3001168315566205,1.4685796198855718,0.5896873836354655,0.4875757166857842
963,144,3.0,0.3481053412403654,1.092012746381369,1.1026447438179288,0.3001658411382745,1.4645196060068857,0.5896873836354655,0.4901439985713689
963,144,3.0,0.3481053412403654,1.0911335145859111,1.101101620479289,0.3002638603015829,1.4571313249369513,0.5933282393593018,0.4901439985713689
963,144,3.0,0.3481053412403654,1.0919322060642276,1.104190947243073,0.3000678219749665,1.4626705686784145,0.5933282393593018,0.4901439985713689
963,144,3.0,0.3481053412403654,1.0920932866985098,1.1038952589386628,0.3001168315566205,1.4593501697311169,0.5933282393593018,0.4901439985713689
963,144,3.0,0.3481053412403654,1.0922510114862445,1.1080903367574808,0.3000188123933126,1.4645196060068857,0.5941356257750479,0.4901439985713689
963,144,3.0,0.3481053412403654,1.0919322060642276,1.1059558368100204,0.3004108890465452,1.4589803622654225,0.5941356257750479,0.4901439985713689
963,144,3.0,0.3481053412403654,1.0912945952201931,1.106396289180131,0.2996236726412262,1.4615611462813316,0.5915733164330006,0.4901439985713689
963,144,3.0,0.3481053412403654,1.0909724339516294,1.110739211151154,0.3001658411382745,1.472639633764258,0.5915733164330006,0.4907755432973323
963,144,3.0,0.3481053412403654,1.0925731727548091,1.1029404321223388,0.2999207932300042,1.4586105547997283,0.5915733164330006,0.4888598576285765
963,144,3.0,0.3481053412403654,1.091774481276493,1.1038952589386628,0.2997216918045342,1.4671003900227948,0.5985838679146304,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0926503572254027,1.106470211256234,0.3002148507199289,1.4652513526943236,0.5985838679146304,0.4914281395141612
963,144,3.0,0.3481053412403654,1.091214054903053,1.1005133239569729,0.2999207932300042,1.4519618886611825,0.5968319917295207,0.4888598576285765
963,144,3.0,0.3481053412403654,1.0915328603250698,1.1044096333848763,0.2999207932300042,1.451592081195488,0.5968319917295207,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0913717796907871,1.1037504948729624,0.2999698028116586,1.451592081195488,0.5968319917295207,0.4888598576285765
963,144,3.0,0.3481053412403654,1.0913717796907871,1.103821336862561,0.3000188123933126,1.4383026171623468,0.6003387908409311,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0927308975425438,1.1008798542509812,0.3000678219749665,1.4357218331464383,0.6003387908409311,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0910529742687705,1.1080164146813785,0.2996726822228802,1.4405214619565123,0.5958875019601572,0.4914281395141612
963,144,3.0,0.3481053412403654,1.092173827015651,1.1006580880226733,0.3001168315566205,1.4416308843535952,0.5958875019601572,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0916134006422105,1.1045574775370812,0.3000188123933126,1.4379328096966526,0.5958875019601572,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0926503572254027,1.104779243765389,0.2999698028116586,1.432031626733446,0.5968319917295207,0.4914281395141612
963,144,3.0,0.3481053412403654,1.091693940959352,1.1054414623638074,0.3002148507199289,1.4397818470251238,0.5968319917295207,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0926503572254027,1.1056632285921146,0.3002638603015829,1.442362631041033,0.5968319917295207,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0909724339516294,1.1076468043008658,0.3001168315566205,1.4397818470251238,0.6003387908409311,0.4914281395141612
963,144,3.0,0.3481053412403654,1.091693940959352,1.104338791395278,0.3000678219749665,1.425752768060594,0.6003387908409311,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0913717796907871,1.105734070581713,0.2999207932300042,1.437201063009215,0.6055944193962597,0.4914281395141612
963,144,3.0,0.3481053412403654,1.091214054903053,1.102792587970134,0.3001168315566205,1.4235339232664286,0.6055944193962597,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0916134006422105,1.1052196961355,0.2999207932300042,1.4261225755262883,0.6055944193962597,0.4888598576285765
963,144,3.0,0.3481053412403654,1.091774481276493,1.1005841659465712,0.3006559369548159,1.4198437168534366,0.603035156795404,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0910529742687705,1.1072802740068577,0.2999207932300042,1.4298127819392803,0.603035156795404,0.4907755432973323
963,144,3.0,0.3481053412403654,1.091774481276493,1.103454806568552,0.3001168315566205,1.416523317906139,0.5995283576839935,0.4907755432973323
963,144,3.0,0.3481053412403654,1.0916134006422105,1.1058079926578157,0.3002638603015829,1.4194739093877424,0.5995283576839935,0.4907755432973323
963,144,3.0,0.3481053412403654,1.0912945952201931,1.110739211151154,0.3000678219749665,1.418734294456354,0.5995283576839935,0.4907755432973323
963,144,3.0,0.3481053412403654,1.0913717796907871,1.10551538443991,0.3001658411382745,1.4080334826830725,0.6012802338691031,0.4933438251829171
963,144,3.0,0.3481053412403654,1.091693940959352,1.104483555460979,0.2999698028116586,1.4176327403032218,0.6012802338691031,0.4933438251829171
963,144,3.0,0.3481053412403654,1.0915328603250698,1.1090451635738048,0.3000188123933126,1.4272319979233712,0.603035156795404,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0914523200079282,1.1077207263769684,0.3000188123933126,1.4235339232664286,0.603035156795404,0.493996421399746
963,144,3.0,0.3481053412403654,1.091214054903053,1.102792587970134,0.2998227740666959,1.4024942389416093,0.603035156795404,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0912945952201931,1.1055893065160125,0.2999207932300042,1.409504844301899,0.6012802338691031,0.493996421399746
963,144,3.0,0.3481053412403654,1.0914523200079282,1.102499979752228,0.3000678219749665,1.405814637888907,0.6012802338691031,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0926503572254027,1.104338791395278,0.2996236726412262,1.413202918958841,0.6020906670260407,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0911335145859111,1.1063223671040292,0.3000188123933126,1.4209531392505197,0.6020906670260407,0.4914281395141612
963,144,3.0,0.3481053412403654,1.091214054903053,1.1036765727968596,0.3000678219749665,1.4032338538729978,0.6020906670260407,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0919322060642276,1.1072802740068577,0.3001658411382745,1.3814545546167905,0.6003387908409311,0.4907755432973323
963,144,3.0,0.3481053412403654,1.092173827015651,1.1100769925527358,0.2995256534779179,1.3991738399943117,0.6003387908409311,0.4907755432973323
963,144,3.0,0.3481053412403654,1.0925731727548091,1.1058819147339185,0.3000188123933126,1.3936345962528485,0.6012802338691031,0.4907755432973323
963,144,3.0,0.3481053412403654,1.0923315518033856,1.1016159949255022,0.3001168315566205,1.4084032901487666,0.6012802338691031,0.4907755432973323
963,144,3.0,0.3481053412403654,1.092173827015651,1.1032330403402448,0.2996726822228802,1.403603661338692,0.6012802338691031,0.4907755432973323
963,144,3.0,0.3481053412403654,1.0913717796907871,1.1059558368100204,0.2999698028116586,1.393264788787154,0.6020906670260407,0.4914281395141612
963,144,3.0,0.3481053412403654,1.091214054903053,1.1026447438179288,0.2998227740666959,1.3958455728030634,0.6020906670260407,0.493996421399746
963,144,3.0,0.3481053412403654,1.0915328603250698,1.1113275076734703,0.3002148507199289,1.393264788787154,0.5923837495899382,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0926503572254027,1.1024260576761258,0.3001168315566205,1.3847749535640876,0.5923837495899382,0.493996421399746
963,144,3.0,0.3481053412403654,1.0912945952201931,1.103528728644655,0.3000188123933126,1.3984342250629231,0.5923837495899382,0.493996421399746
963,144,3.0,0.3481053412403654,1.0919322060642276,1.1122823344897943,0.3002148507199289,1.4054448304232128,0.5958875019601572,0.493996421399746
963,144,3.0,0.3481053412403654,1.092173827015651,1.1059558368100204,0.3001658411382745,1.4010150090788325,0.5958875019601572,0.493996421399746
963,144,3.0,0.3481053412403654,1.0916134006422105,1.103014354198441,0.2997216918045342,1.3873557375799968,0.5968319917295207,0.4946279661257095
963,144,3.0,0.3481053412403654,1.0912945952201931,1.1068398216367468,0.3000188123933126,1.3954836335813203,0.5968319917295207,0.4946279661257095
963,144,3.0,0.3481053412403654,1.0915328603250698,1.0980122937155044,0.3001168315566205,1.391415751458683,0.5968319917295207,0.4920596842401247
963,144,3.0,0.3481053412403654,1.091693940959352,1.1006580880226733,0.2995746630595722,1.3818164938385336,0.5958875019601572,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0923315518033856,1.1020564472956131,0.3001168315566205,1.4024942389416093,0.5958875019601572,0.4920596842401247
963,144,3.0,0.3481053412403654,1.0922510114862445,1.1048531658414915,0.3002148507199289,1.389204774908468,0.5950801155444111,0.4920596842401247
963,144,3.0,0.3481053412403654,1.0926503572254027,1.1031591182641425,0.3001168315566205,1.3906840047712457,0.5950801155444111,0.4946279661257095
963,144,3.0,0.3481053412403654,1.0920932866985098,1.106913743712849,0.2999698028116586,1.3884651599770796,0.5950801155444111,0.493996421399746
963,144,3.0,0.3481053412403654,1.0919322060642276,1.1048531658414915,0.3005089082098536,1.3648368233924004,0.6038425432111505,0.493996421399746
963,144,3.0,0.3481053412403654,1.0912945952201931,1.1028665100462367,0.3002148507199289,1.3958455728030634,0.6038425432111505,0.493996421399746
963,144,3.0,0.3481053412403654,1.0920932866985098,1.1077946484530707,0.3003128698832372,1.405814637888907,0.5995283576839935,0.493996421399746
963,144,3.0,0.3481053412403654,1.0909724339516294,1.1053675402877048,0.3001168315566205,1.382186301304228,0.5995283576839935,0.493996421399746
963,144,3.0,0.3481053412403654,1.0927308975425438,1.103088276274544,0.3003128698832372,1.39289498132146,0.5995283576839935,0.493996421399746
963,144,3.0,0.3481053412403654,1.0912945952201931,1.1066180554084388,0.2997707013861885,1.3888349674427738,0.603035156795404,0.493996421399746
963,144,3.0,0.3481053412403654,1.091774481276493,1.1077946484530707,0.3001168315566205,1.3736964660811612,0.603035156795404,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0916134006422105,1.1054414623638074,0.2999698028116586,1.3781262874255418,0.6003387908409311,0.4920596842401247
963,144,3.0,0.3481053412403654,1.0912945952201931,1.1065441333323365,0.2998717836483499,1.378496094891236,0.6003387908409311,0.4920596842401247
963,144,3.0,0.3481053412403654,1.092891978176826,1.1048531658414915,0.3000188123933126,1.386246315182914,0.6003387908409311,0.48949140235454
963,144,3.0,0.3481053412403654,1.0914523200079282,1.104927087917594,0.3002638603015829,1.3917855589243773,0.6012802338691031,0.4914281395141612
963,144,3.0,0.3481053412403654,1.0912945952201931,1.1056632285921146,0.2998717836483499,1.3844051460983933,0.6012802338691031,0.4914281395141612
963,144,4.0,0.3481053412403654,1.091214054903053,1.104338791395278,0.3001658411382745,1.357086603100723,0.5941356257750479,0.4888598576285765
963,144,5.0,0.2288734736355329,1.091774481276493,-1.281816543809868,0.2999698028116586,-1.2179566633392351,-1.3970179021791025,0.103386008391348
963,144,5.0,-0.0320576084832165,-0.7891204592322743,-1.281816543809868,-0.8479601865806842,-1.273703014366781,-1.658568141830046,-0.4259810963584813
963,144,5.0,-0.657410220756628,-1.2161958939973987,-1.281816543809868,-1.2699676039495356,-1.2777640511171806,-1.658568141830046,-0.974625051293802
963,144,5.0,-0.8877415060848695,-1.2577448314533706,-1.281816543809868,-1.3585040870894405,-1.2759181610862895,-1.658568141830046,-1.0407962025311666
963,144,5.0,-1.0555750727047282,-1.2613404163224278,-1.281816543809868,-1.377065792259189,-1.2755489830801114,-1.658568141830046,-1.0915492418586763
963,144,5.0,-1.1658258179925265,-1.2615801210854725,-1.281816543809868,-1.3822218116030225,-1.2773948731110023,-1.658568141830046,-1.1654294490509682
963,144,5.0,-1.2132652852234582,-1.261020808853086,-1.281816543809868,-1.384087802414921,-1.280348297160428,-1.658568141830046,-1.1917690744218172
963,144,5.0,-1.2652278328370754,-1.2616600237917694,-1.281816543809868,-1.3846059163966742,-1.2762873390924676,-1.658568141830046,-1.2136121013438068
963,144,5.0,-1.3079771290375628,-1.261420319028725,-1.281816543809868,-1.3846059163966742,-1.2770256951048242,-1.658568141830046,-1.2309585298169363
963,144,5.0,-1.3245936594357262,-1.2611806109098336,-1.281816543809868,-1.3846059163966742,-1.276656517098646,-1.658568141830046,-1.2572981551877858
963,144,5.0,-1.3458199881476902,-1.2611806109098336,-1.281816543809868,-1.3846059163966742,-1.278871585135715,-1.658568141830046,-1.266935527705988
963,144,5.0,-1.3577674982303158,-1.2612605136161308,-1.281816543809868,-1.3846059163966742,-1.2755489830801114,-1.658568141830046,-1.2759287246037077
963,144,5.0,-1.374582845348597,-1.2615002183791757,-1.281816543809868,-1.3846059163966742,-1.2773948731110023,-1.658568141830046,-1.283637780558635
963,144,5.0,-1.3838891599073142,-1.261420319028725,-1.281816543809868,-1.3846059163966742,-1.2770256951048242,-1.658568141830046,-1.3671553602691289
963,144,5.0,-1.385036586190974,-1.2612605136161308,-1.281816543809868,-1.3846059163966742,-1.2792407631418936,-1.658568141830046,-1.7500504018753404
963,144,5.0,-1.3943645802324698,-1.2609409061467889,-1.281816543809868,-1.3846059163966742,-1.278871585135715,-1.658568141830046,-1.858622834469165
963,144,5.0,-1.404245136700889,-1.2611007082035366,-1.281816543809868,-1.3846059163966742,-1.278502407129537,-1.658568141830046,-1.9228669322327063
963,144,5.0,-1.4053288464558942,-1.2612605136161308,-1.281816543809868,-1.3846059163966742,-1.2781332291233587,-1.658568141830046,-1.9344309371949149
963,144,5.0,-1.4191122385923758,-1.2607012013837442,-1.281816543809868,-1.3846059163966742,-1.2773948731110023,-1.658568141830046,-1.9414977121635373
963,144,5.0,-1.421162747525742,-1.2611806109098336,-1.281816543809868,-1.3846059163966742,-1.2796099411480717,-1.658568141830046,-1.945994942157123
963,144,5.0,-1.4251149172363224,-1.2608610034404917,-1.281816543809868,-1.3846059163966742,-1.2777640511171806,-1.658568141830046,-1.9504919616358
963,144,5.0,-1.4285039491625262,-1.2602217817901151,-1.281816543809868,-1.3846059163966742,-1.2762873390924676,-1.658568141830046,-1.9517767341233183
963,144,5.0,-1.4300020014225434,-1.261020808853086,-1.281816543809868,-1.3846059163966742,-1.2777640511171806,-1.658568141830046,-1.952419225624532
963,144,5.0,-1.4296938883831476,-1.2608610034404917,-1.281816543809868,-1.3846059163966742,-1.2781332291233587,-1.658568141830046,-1.9530617171257452
963,144,5.0,-1.4311069147692417,-1.2607012013837442,-1.281816543809868,-1.3846059163966742,-1.2773948731110023,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.452875246413713,-1.2608610034404917,-1.281816543809868,-1.3846059163966742,-1.2781332291233587,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.452875246413713,-1.260621298677447,-1.281816543809868,-1.3846059163966742,-1.2773948731110023,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.453130720611386,-1.260621298677447,-1.281816543809868,-1.3846059163966742,-1.2781332291233587,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.453130720611386,-1.2607811007341947,-1.281816543809868,-1.3846059163966742,-1.280348297160428,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.4533730443520658,-1.260301684496412,-1.281816543809868,-1.3846059163966742,-1.278871585135715,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.4533730443520658,-1.2608610034404917,-1.281816543809868,-1.3846059163966742,-1.280348297160428,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.4533730443520658,-1.260301684496412,-1.281816543809868,-1.3846059163966742,-1.2777640511171806,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.453613480391441,-1.260301684496412,-1.281816543809868,-1.3846059163966742,-1.276656517098646,-1.658568141830046,-1.953704208626959
1160,143,1.0,-1.453613480391441,-1.260621298677447,-1.281816543809868,-1.3846059163966742,-1.2777640511171806,-1.6868802890261303,-1.904236152301876
1160,143,1.0,-1.4538307881240653,-1.260381587202709,-1.281816543809868,-1.3846059163966742,-1.276656517098646,0.5549027394521693,-0.2139757421507219
1160,143,1.0,-1.4538307881240653,-1.2607811007341947,-1.281816543809868,-1.3846059163966742,-1.2777640511171806,0.5780914866606363,0.2909758434933601
1160,143,1.0,-1.4540368965531472,-1.2604614932648528,-1.281816543809868,-1.3846059163966742,-1.276656517098646,0.5780914866606363,0.3340261423132023
1160,143,1.0,-1.4540368965531472,-1.2604614932648528,-1.281816543809868,-1.3846059163966742,-1.2770256951048242,0.6012802338691031,0.3577932755002937
1160,143,1.0,-1.4540368965531472,-1.260061976377521,-1.281816543809868,-1.3846059163966742,-1.2781332291233587,0.6012802338691031,0.3879811134013469
1160,143,1.0,-1.454238753688533,-1.2596624628460351,-1.281816543809868,-1.3846059163966742,-1.2796099411480717,0.5941356257750479,0.4008435743201363
1160,143,1.0,-1.454238753688533,0.2071766871896596,-1.281816543809868,-0.582741772360592,-1.220910087388661,0.016162728266101,0.411769298079304
1160,143,1.0,-1.2464549870542274,0.2698202746927191,-1.281816543809868,0.3413645207162644,-1.2733338363606028,0.5915733164330006,0.417537406576437
1160,143,1.0,-1.135607791606075,-1.14532276400579,-1.281816543809868,-1.1142065767759717,-1.274810627067755,0.5915733164330006,0.4329681493808107
1160,143,1.0,-0.6759012332633513,-1.250393849590969,-1.281816543809868,-1.3302196773252184,-1.276656517098646,0.6055944193962597,0.4368205722091878
1160,143,1.0,-0.3021786762286991,-0.4062284356968078,-1.281816543809868,0.9532123904816392,-1.1452282027099316,0.6055944193962597,0.4432412769231496
